"受訪者編號","訪問年","訪問月","性別","出生民國年","出生月","現居地","住宅種類","上網_高中","上網_大學","學校種類","課程難易度","學校規定與作息","到朋友家過夜","每天幾點鐘要回家","穿著和儀容","生活作息","上網的時間","交男／女朋友","金錢使用","工作選擇","父親目前的健康","向父親說心事","母親目前的健康","向母親說心事","中低收入戶生活補助","重大傷病、傷病醫療補助","生活過得快樂嗎","生活過得好不好","網癮_1","網癮_2","網癮_3","網癮_4","網癮_5","教育排名","出生西元年","年齡"
8051302,2018,2,1,88,10,600,4,4,0,5,2,1,3,2,3,3,3,2,2,2,2,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,4,1999,18
8051311,2018,2,1,90,10,600,4,3,0,8,2,2,3,3,1,3,3,1,3,3,2,3,1,3,0,0,6,0,NA,NA,NA,NA,NA,2,2001,16
8051371,2018,2,1,86,9,622,7,0,0,8,0,0,2,2,1,1,1,1,1,1,3,5,3,5,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
8051372,2018,2,1,88,5,600,8,0,0,8,0,0,2,1,1,1,1,1,2,2,4,5,4,5,2,2,5,0,NA,NA,NA,NA,NA,0,1999,18
8072491,2018,2,1,89,3,807,7,4,0,6,2,1,3,3,3,3,3,3,4,2,3,5,3,5,0,0,5,0,NA,NA,NA,NA,NA,2,2000,17
8072492,2018,2,1,90,9,807,96,3,0,6,2,2,3,3,2,1,1,1,3,3,3,5,2,5,0,0,5,0,NA,NA,NA,NA,NA,2,2001,16
8130663,2018,2,1,85,1,406,8,0,6,13,0,0,3,2,2,3,1,3,3,2,1,3,4,4,0,0,6,0,NA,NA,NA,NA,NA,0,1996,22
8202471,2018,2,1,90,11,820,8,0,0,4,0,0,3,3,2,4,4,2,3,2,2,5,1,5,0,0,5,0,NA,NA,NA,NA,NA,0,2001,16
8203151,2018,2,2,85,11,500,2,0,5,13,0,0,3,2,2,2,2,2,2,2,3,3,3,2,0,0,7,0,NA,NA,NA,NA,NA,0,1996,21
8203152,2018,2,1,90,12,820,4,3,0,8,1,1,3,3,2,2,2,2,2,2,2,5,2,5,0,0,5,0,NA,NA,NA,NA,NA,4,2001,16
8303041,2018,2,2,88,6,830,8,0,10,12,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,5,0,NA,NA,NA,NA,NA,0,1999,18
8303361,2018,2,1,87,5,830,8,0,0,4,0,0,2,2,1,2,1,2,1,2,2,5,96,5,0,0,5,1,NA,NA,NA,NA,NA,0,1998,19
9010152,2018,2,1,84,5,330,2,0,0,12,0,0,3,3,3,2,2,2,2,2,3,5,3,4,0,0,7,0,NA,NA,NA,NA,NA,0,1995,22
9010252,2018,2,1,85,9,114,7,0,10,12,0,0,2,2,1,1,1,2,1,2,3,5,3,5,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
9010431,2018,2,2,83,1,115,8,0,6,14,0,0,1,2,1,3,2,1,3,2,2,4,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1994,24
9010432,2018,1,2,85,7,115,7,0,6,13,0,0,2,1,1,2,1,1,1,1,2,3,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,1996,21
9010433,2018,1,1,86,12,115,7,0,6,12,0,0,3,2,2,3,2,1,2,2,2,4,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,1997,20
9011051,2018,2,1,87,2,100,7,0,7,13,0,0,2,1,1,3,1,1,1,1,1,5,1,3,0,0,5,0,NA,NA,NA,NA,NA,0,1998,20
9011571,2018,2,1,85,1,234,8,0,5,13,0,0,2,3,2,1,1,2,3,6,3,3,3,3,0,0,5,0,NA,NA,NA,NA,NA,0,1996,22
9011572,2018,2,1,86,1,234,7,0,0,10,0,0,2,2,3,3,3,2,2,1,2,4,1,3,0,0,6,0,NA,NA,NA,NA,NA,0,1997,21
9020203,2018,2,2,83,1,115,7,0,0,13,0,0,3,3,3,3,2,3,3,3,3,4,3,2,2,2,4,0,NA,NA,NA,NA,NA,0,1994,24
9020262,2018,2,1,84,8,115,7,0,9,13,0,0,2,3,1,3,2,2,2,2,3,5,3,4,0,0,5,0,NA,NA,NA,NA,NA,0,1995,22
9020302,2018,3,2,84,4,115,8,0,0,12,0,0,1,1,1,1,1,1,1,1,3,5,3,1,0,0,4,0,NA,NA,NA,NA,NA,0,1995,22
9021182,2018,3,1,90,9,100,7,5,0,5,2,1,2,1,2,3,2,1,2,3,1,4,1,4,0,0,6,0,NA,NA,NA,NA,NA,2,2001,16
9030013,2018,2,1,88,11,114,8,3,0,8,1,2,2,3,2,3,2,2,3,3,2,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,3,1999,18
9030111,2018,2,2,84,1,114,7,0,0,13,0,0,3,2,1,2,2,2,2,1,2,3,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,1995,23
9030131,2018,2,2,85,3,114,7,0,7,13,0,0,3,4,1,3,3,3,3,2,2,5,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1996,21
9030132,2018,2,2,90,12,114,7,5,0,5,2,2,4,4,3,3,3,6,3,6,3,5,3,4,0,0,6,0,NA,NA,NA,NA,NA,3,2001,16
9030183,2018,2,2,83,3,114,4,0,0,13,0,0,3,3,3,3,1,2,1,3,4,4,3,4,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
9030222,2018,2,1,83,3,300,8,0,4,13,0,0,2,2,2,3,2,2,3,2,2,4,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
9030332,2018,2,2,83,12,114,7,0,0,12,0,0,3,3,1,1,1,2,2,2,6,0,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1994,23
9031031,2018,2,2,85,1,114,8,0,0,5,0,0,3,3,3,3,3,6,3,3,2,3,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,1996,22
9031141,2018,2,1,85,7,115,7,0,0,8,0,0,2,1,1,1,1,2,2,1,2,4,2,5,0,0,5,0,NA,NA,NA,NA,NA,0,1996,21
9031142,2018,2,1,88,6,115,7,0,3,12,0,0,1,1,2,2,1,1,1,1,2,5,2,5,0,0,5,0,NA,NA,NA,NA,NA,0,1999,18
9031143,2018,2,2,89,9,115,7,7,0,8,2,2,4,3,2,3,1,4,3,3,2,4,2,4,0,0,5,0,NA,NA,NA,NA,NA,2,2000,17
9031191,2018,2,1,83,11,251,7,0,0,13,0,0,2,2,1,2,2,2,3,2,3,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1994,23
9031192,2018,2,1,85,10,251,7,0,8,12,0,0,3,1,3,4,4,1,1,4,3,4,3,4,0,0,5,0,NA,NA,NA,NA,NA,0,1996,21
9031351,2018,3,1,85,12,115,7,0,4,13,0,0,2,3,1,3,3,2,1,2,1,3,1,3,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
9031352,2018,4,2,89,2,201,7,3,0,5,1,1,1,2,1,3,3,1,1,3,2,5,3,1,0,0,5,0,NA,NA,NA,NA,NA,3,2000,18
9040082,2018,2,1,84,4,114,7,0,3,13,0,0,3,3,2,3,2,2,3,3,3,5,3,4,0,0,5,0,NA,NA,NA,NA,NA,0,1995,22
9040452,2018,2,1,85,8,114,7,0,5,13,0,0,1,2,1,2,1,2,2,2,2,4,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1996,21
9041021,2018,2,1,86,1,221,8,0,4,12,0,0,2,2,2,3,2,1,2,2,1,4,1,4,0,0,5,0,NA,NA,NA,NA,NA,0,1997,21
9041022,2018,2,2,88,7,221,8,0,6,13,0,0,4,3,2,3,3,2,2,2,2,4,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1999,18
9041231,2018,3,1,90,3,338,8,3,0,5,2,1,3,3,2,3,3,2,3,3,1,2,1,2,0,0,6,0,NA,NA,NA,NA,NA,3,2001,17
9041342,2018,2,2,83,3,115,7,0,0,12,0,0,4,3,1,3,1,2,2,2,2,3,2,2,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
9051131,2018,3,2,87,7,807,8,0,4,12,0,0,4,4,3,3,3,2,3,2,2,5,4,5,0,0,5,0,NA,NA,NA,NA,NA,0,1998,19
9051281,2018,2,2,84,3,221,8,0,0,12,0,0,2,2,1,1,1,1,1,1,2,5,2,5,0,0,5,0,NA,NA,NA,NA,NA,0,1995,22
9051282,2018,2,1,89,11,221,8,2,0,8,1,1,2,1,1,2,2,2,2,2,3,5,3,4,0,0,5,0,NA,NA,NA,NA,NA,4,2000,17
9051431,2018,3,2,86,2,99,5,0,10,13,0,0,3,2,1,2,2,1,3,2,2,4,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,1997,21
9051432,2018,3,1,88,2,99,5,10,0,5,1,1,2,2,1,1,1,1,1,1,2,5,2,4,0,0,7,0,NA,NA,NA,NA,NA,3,1999,19
9051511,2018,2,2,86,8,114,7,0,7,12,0,0,2,2,1,3,2,1,2,2,1,5,1,2,0,0,5,0,NA,NA,NA,NA,NA,0,1997,20
9051512,2018,2,2,90,4,114,7,10,0,5,2,2,3,2,3,3,4,3,2,2,2,5,3,5,0,0,5,0,NA,NA,NA,NA,NA,3,2001,16
9060053,2018,2,2,84,4,100,7,0,0,12,0,0,3,4,2,3,1,2,4,2,1,3,2,5,0,0,6,0,NA,NA,NA,NA,NA,0,1995,22
9060283,2018,3,1,84,3,100,7,0,0,13,0,0,1,1,1,1,1,1,1,2,2,5,2,5,0,0,4,1,NA,NA,NA,NA,NA,0,1995,23
9060451,2018,3,1,87,10,106,7,0,0,8,0,0,3,2,1,2,2,0,2,0,3,4,3,3,0,0,4,0,NA,NA,NA,NA,NA,0,1998,19
9060491,2018,2,1,86,6,100,7,0,4,12,0,0,1,1,2,3,1,1,2,1,4,4,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
9060663,2018,2,2,83,8,100,7,0,0,12,0,0,0,1,2,2,2,2,1,3,3,5,3,5,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
9060664,2018,2,1,88,1,100,7,0,3,13,0,0,3,3,3,3,3,3,3,3,2,5,2,5,0,0,5,0,NA,NA,NA,NA,NA,0,1999,19
9061061,2018,2,2,86,6,114,7,0,4,13,0,0,2,2,1,2,3,2,1,1,3,4,3,4,0,0,4,0,NA,NA,NA,NA,NA,0,1997,20
9061062,2018,2,1,88,6,114,7,0,3,12,0,0,2,2,1,3,3,1,2,2,2,4,2,3,0,0,6,0,NA,NA,NA,NA,NA,0,1999,18
9061381,2018,2,2,87,10,114,7,0,6,13,0,0,3,3,2,2,2,3,3,3,3,3,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,1998,19
9061591,2018,2,1,85,2,204,7,0,0,8,0,0,4,3,1,3,1,4,2,3,4,5,4,4,0,0,7,0,NA,NA,NA,NA,NA,0,1996,22
9061592,2018,2,2,86,5,206,7,0,5,13,0,0,2,1,1,1,1,3,1,2,1,5,2,2,0,0,5,0,NA,NA,NA,NA,NA,0,1997,20
9072142,2018,3,1,87,8,900,8,0,0,8,0,0,2,2,2,2,2,2,2,2,3,5,3,5,2,2,5,4,NA,NA,NA,NA,NA,0,1998,19
9072391,2018,4,2,90,11,907,5,6,0,8,1,2,4,4,3,3,3,2,3,2,3,4,2,4,0,0,7,0,NA,NA,NA,NA,NA,4,2001,16
9073411,2018,4,2,86,12,907,4,7,0,9,2,2,1,1,1,2,2,2,3,2,3,4,96,5,0,0,7,0,NA,NA,NA,NA,NA,2,1997,20
9113071,2018,2,2,88,1,813,4,5,0,9,2,1,4,3,2,2,2,3,1,2,1,5,1,5,0,0,7,0,NA,NA,NA,NA,NA,2,1999,19
9113401,2018,2,1,86,12,911,3,0,0,8,0,0,2,3,3,3,2,2,2,2,2,5,2,4,0,0,7,1,NA,NA,NA,NA,NA,0,1997,20
9113461,2018,3,1,89,7,830,7,0,0,8,0,0,3,3,3,4,1,1,3,2,4,5,96,5,2,2,5,0,NA,NA,NA,NA,NA,0,2000,17
9130412,2018,4,1,84,1,241,7,0,0,12,0,0,4,4,4,4,3,4,4,3,4,5,3,5,0,0,3,1,NA,NA,NA,NA,NA,0,1995,23
9733251,2018,3,1,87,10,973,4,0,0,6,0,0,0,0,0,0,0,0,0,0,5,5,96,5,0,0,5,1,NA,NA,NA,NA,NA,0,1998,19
9733301,2018,2,2,88,8,320,8,0,0,6,0,0,3,3,3,3,3,3,3,3,3,5,3,5,0,0,6,0,NA,NA,NA,NA,NA,0,1999,18
9733302,2018,2,2,89,10,320,8,10,0,5,3,2,4,3,2,3,3,4,3,2,4,5,3,4,0,0,4,0,NA,NA,NA,NA,NA,2,2000,17
10421,2020,1,1,88,5,811,8,0,10,12,0,0,1,1,1,2,2,4,3,4,1,3,1,1,0,0,5,6,1,1,1,2,1,0,1999,20
10422,2020,1,2,90,7,811,8,0,5,12,0,0,1,2,1,2,1,2,2,2,1,5,1,1,0,0,7,7,1,1,1,3,2,0,2001,18
11101,2020,1,1,87,1,100,7,0,6,13,0,0,2,2,2,3,1,2,3,2,2,4,2,4,0,0,7,7,2,1,1,1,1,0,1998,22
11102,2020,1,2,89,12,116,7,0,8,13,0,0,3,3,3,3,2,3,3,2,2,2,2,1,0,0,7,7,3,1,2,3,1,0,2000,19
11182,2020,1,2,85,6,814,4,0,0,12,0,0,3,2,1,1,1,1,2,2,3,4,2,2,0,0,7,7,3,2,2,2,2,0,1996,23
11443,2020,1,2,88,12,813,4,0,0,5,0,0,3,2,1,2,1,2,2,2,2,4,2,2,0,0,4,4,2,2,1,1,2,0,1999,20
20021,2020,2,2,85,5,804,8,0,5,14,0,0,2,2,1,2,1,2,1,2,2,4,2,3,2,2,6,7,1,1,1,1,1,0,1996,23
20063,2020,2,2,86,11,807,7,0,0,12,0,0,3,1,1,3,3,2,2,2,96,6,3,4,0,0,5,5,2,2,3,2,4,0,1997,22
20102,2020,1,1,88,8,813,4,0,10,13,0,0,1,1,1,1,1,1,4,1,2,1,2,1,0,0,7,7,2,3,3,5,5,0,1999,20
21071,2020,2,2,90,9,799,8,5,0,5,2,1,4,4,4,4,4,4,2,2,4,5,5,4,0,0,3,2,3,4,3,2,2,3,2001,18
21081,2020,2,2,85,3,813,8,0,0,13,0,0,2,1,1,3,2,1,2,2,2,4,3,3,0,0,4,5,4,2,2,4,4,0,1996,23
21082,2020,2,1,85,3,813,8,0,0,13,0,0,2,2,2,3,3,1,2,2,2,4,2,4,0,0,5,5,5,5,5,5,3,0,1996,23
21121,2020,1,1,86,1,813,8,0,0,6,0,0,2,1,1,1,1,1,1,1,5,5,3,5,0,0,7,7,1,1,1,1,1,0,1997,23
21122,2020,2,1,91,6,806,4,4,0,8,1,1,6,3,1,3,3,2,3,3,6,0,3,5,0,0,4,4,1,1,1,1,1,2,2002,17
21251,2020,1,1,88,2,333,8,0,4,13,0,0,1,2,2,3,2,2,3,2,3,4,3,3,0,0,5,6,1,2,3,2,1,0,1999,20
21252,2020,1,2,88,2,813,8,0,6,13,0,0,2,1,3,2,1,2,2,2,3,5,3,3,0,0,6,5,3,2,2,2,1,0,1999,20
21411,2020,1,2,90,7,813,8,0,0,5,0,0,3,3,2,2,3,6,1,2,2,4,2,4,0,0,5,6,3,4,6,2,1,0,2001,18
21451,2020,1,1,87,10,433,8,0,6,13,0,0,3,2,2,2,3,2,2,3,4,2,3,2,0,0,6,5,4,4,3,3,2,0,1998,21
21471,2020,1,1,91,7,831,8,5,0,8,1,1,3,3,3,3,3,3,3,3,1,2,1,2,0,0,7,7,3,3,2,3,3,4,2002,17
21551,2020,1,1,89,7,807,4,0,4,12,0,0,2,2,1,2,2,2,2,2,2,4,2,3,0,0,6,6,2,2,1,1,2,0,2000,19
21552,2020,2,2,90,10,807,2,10,0,8,2,2,4,3,1,3,3,4,2,1,3,2,3,1,0,0,6,6,4,3,2,5,3,2,2001,18
31321,2020,1,2,87,3,802,7,0,7,13,0,0,4,2,1,2,2,2,1,1,2,5,3,4,0,0,7,7,4,4,5,5,3,0,1998,21
31421,2020,1,2,86,1,830,8,0,8,13,0,0,1,1,1,1,1,1,1,1,4,4,3,3,0,0,7,7,1,2,4,4,3,0,1997,23
41131,2020,1,2,85,6,807,8,0,0,13,0,0,2,2,2,3,1,1,1,2,1,4,1,4,0,0,6,5,2,3,3,2,2,0,1996,23
41132,2020,1,2,86,7,807,8,0,0,12,0,0,3,2,1,2,1,1,2,2,2,5,2,4,0,0,6,6,2,1,1,1,1,0,1997,22
41151,2020,1,1,88,9,974,96,0,10,13,0,0,1,1,1,1,1,1,1,1,3,5,3,4,0,0,6,5,2,3,3,6,4,0,1999,20
41271,2020,1,2,88,12,807,8,0,3,12,0,0,3,2,2,3,3,2,2,2,2,3,2,3,0,0,6,6,2,4,2,4,3,0,1999,20
41272,2020,3,1,91,2,807,8,4,0,5,2,1,4,3,3,3,3,4,3,3,3,3,2,3,0,0,7,7,3,2,4,1,2,4,2002,18
41331,2020,1,2,86,10,807,8,0,10,13,0,0,2,2,3,3,3,2,1,3,3,4,1,4,0,0,7,7,3,5,4,5,5,0,1997,22
41332,2020,2,2,92,2,807,8,4,0,5,2,2,0,3,3,2,3,0,1,3,3,3,3,3,0,0,5,3,4,3,3,2,2,4,2003,17
41391,2020,3,2,91,8,807,8,4,0,5,2,2,3,3,1,1,1,4,3,4,3,5,3,5,0,0,6,5,4,4,4,2,2,3,2002,17
41392,2020,3,2,91,8,807,8,7,0,5,2,3,2,1,1,3,2,2,3,3,2,4,2,4,0,0,4,3,3,2,2,2,2,2,2002,17
41451,2020,2,2,89,8,434,8,0,6,13,0,0,2,2,2,1,1,3,2,2,4,4,3,4,0,0,5,5,1,4,3,4,3,0,2000,19
41521,2020,1,2,88,10,802,7,0,6,13,0,0,3,3,2,3,3,3,3,2,3,5,2,3,0,0,5,4,3,3,3,4,3,0,1999,20
41522,2020,1,1,90,9,802,4,3,0,5,2,2,3,3,3,3,3,2,3,3,4,5,2,3,0,0,6,7,2,2,1,2,1,2,2001,18
41592,2020,1,1,87,8,807,8,0,0,9,0,0,4,3,1,4,3,1,4,4,1,2,1,3,0,0,7,6,5,5,4,4,5,0,1998,21
1010133,2020,2,2,85,9,220,8,0,4,13,0,0,3,3,1,3,1,2,1,4,3,4,4,1,0,0,6,6,3,3,3,4,2,0,1996,23
1011262,2020,1,2,86,7,247,8,0,7,12,0,0,1,1,2,2,1,1,1,1,3,4,3,3,0,0,6,6,5,3,1,4,3,0,1997,22
1011541,2020,1,2,86,7,247,8,0,0,13,0,0,2,2,1,2,2,1,1,2,3,5,3,4,0,0,5,5,5,3,2,1,2,0,1997,22
1011542,2020,1,2,88,8,247,8,0,5,13,0,0,2,1,1,2,1,2,1,2,3,5,3,4,0,0,6,6,1,2,2,1,2,0,1999,20
1030063,2020,1,1,86,10,304,2,0,6,12,0,0,3,3,3,3,3,2,3,2,96,6,3,1,0,0,7,7,3,3,3,3,3,0,1997,22
1030151,2020,2,1,91,8,300,4,4,0,7,2,2,3,3,2,3,3,4,3,3,3,4,2,3,0,0,6,6,1,2,3,3,2,1,2002,17
1031061,2020,2,1,85,5,324,7,0,0,12,0,0,2,2,2,2,2,2,2,2,2,4,2,4,0,0,5,5,3,2,2,2,2,0,1996,23
1031062,2020,2,2,87,3,324,7,0,7,12,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,6,6,4,1,2,4,1,0,1998,21
1031252,2020,2,1,85,6,324,97,0,0,12,0,0,2,3,1,3,1,2,2,2,2,3,2,5,0,0,5,6,5,4,4,4,5,0,1996,23
1031332,2020,2,2,85,10,324,4,0,0,13,0,0,2,2,2,3,3,1,2,2,2,5,2,3,0,0,5,5,3,2,2,3,2,0,1996,23
1031351,2020,2,2,92,9,324,4,4,0,5,2,2,3,3,3,3,3,3,3,3,2,4,2,3,0,0,5,6,3,4,4,4,3,1,2003,16
1031361,2020,1,1,88,9,116,4,0,7,13,0,0,2,2,2,3,2,2,2,2,1,2,1,3,0,0,7,7,4,2,1,3,2,0,1999,20
1031362,2020,2,2,91,1,326,4,5,0,5,2,2,3,3,2,2,3,2,3,3,1,4,1,3,0,0,6,6,3,2,3,3,2,3,2002,18
1031401,2020,2,1,86,4,324,4,0,7,12,0,0,2,2,1,3,3,1,4,3,2,4,2,2,0,0,4,4,5,5,5,5,5,0,1997,22
1031471,2020,2,1,89,8,324,4,0,4,13,0,0,2,3,3,3,3,2,2,2,2,2,2,2,0,0,4,3,4,2,1,1,4,0,2000,19
1031472,2020,2,2,92,4,324,4,3,0,6,2,1,4,3,2,2,3,4,3,2,2,5,3,3,0,0,5,6,2,2,3,2,1,3,2003,16
1033101,2020,1,1,90,6,111,7,0,8,12,0,0,3,3,1,2,3,2,3,3,2,5,2,5,0,0,4,5,3,3,2,2,3,0,2001,18
1040183,2020,1,1,89,8,304,99,0,2,13,0,0,1,2,1,1,1,1,2,1,1,4,1,4,0,0,7,7,1,1,1,1,1,0,2000,19
1040243,2020,2,2,86,8,304,7,0,5,14,0,0,2,2,2,1,1,4,1,2,4,5,3,5,0,0,5,5,2,2,3,3,3,0,1997,22
1041161,2020,3,2,89,1,710,8,0,4,12,0,0,3,2,1,3,2,2,1,2,2,4,2,1,0,0,3,6,6,2,2,2,3,0,2000,20
1041261,2020,1,2,85,9,304,4,0,5,12,0,0,1,1,1,1,1,1,3,2,3,4,3,4,0,0,5,6,2,3,3,3,2,0,1996,23
1042211,2020,1,2,92,12,103,4,2,0,5,2,1,3,2,3,3,3,3,3,3,2,3,2,2,0,0,6,7,1,2,2,2,2,3,2003,16
1051221,2020,2,1,92,1,304,4,3,0,5,2,1,2,2,2,3,3,3,3,2,3,4,3,4,0,0,6,6,1,2,2,2,2,3,2003,17
1051241,2020,2,2,90,12,304,4,6,0,5,2,2,4,3,1,3,3,4,3,1,1,4,1,4,0,0,6,4,3,2,2,3,2,4,2001,18
1051242,2020,2,2,92,8,304,4,9,0,6,3,1,4,3,1,3,3,4,3,3,1,4,1,5,0,0,7,5,5,1,1,4,1,2,2003,16
1051351,2020,2,2,92,4,300,2,4,0,5,2,1,4,4,3,3,3,4,2,2,3,3,3,2,0,0,5,4,1,2,1,3,2,1,2003,16
1061151,2020,1,2,87,6,427,4,0,0,5,0,0,4,2,1,2,1,1,2,1,3,3,3,3,0,0,7,7,2,1,1,1,1,0,1998,21
1061152,2020,2,1,88,11,400,7,0,4,12,0,0,1,1,1,1,1,1,2,2,2,5,3,4,2,2,4,4,1,1,3,2,2,0,1999,20
1061491,2020,1,1,86,9,892,7,0,10,13,0,0,1,2,2,1,1,1,3,2,1,4,1,3,2,1,5,5,1,2,1,1,3,0,1997,22
1070093,2020,1,2,85,3,324,4,0,0,12,0,0,2,3,1,3,1,2,2,2,3,4,3,3,0,0,6,6,3,2,3,3,5,0,1996,23
1070222,2020,2,1,85,8,324,4,0,0,12,0,0,1,1,3,3,3,1,2,1,3,5,3,3,0,0,5,6,3,4,4,3,3,0,1996,23
1071202,2020,4,1,90,3,427,2,0,5,13,0,0,3,3,1,2,3,2,3,3,2,4,3,3,0,0,6,6,1,2,1,3,1,0,2001,19
1071361,2020,3,1,89,1,804,8,0,4,13,0,0,3,2,1,3,1,2,2,2,3,2,3,2,0,0,5,5,1,1,2,2,3,0,2000,20
1071362,2020,3,2,90,11,427,2,4,0,5,2,1,4,4,2,3,3,3,2,3,2,4,1,2,0,0,6,6,1,3,4,3,2,3,2001,18
1071471,2020,2,2,92,12,406,4,6,0,5,1,1,3,3,1,3,2,2,3,3,2,4,2,4,0,0,7,3,1,4,3,4,4,4,2003,16
1071521,2020,3,2,90,10,402,8,3,0,5,2,1,3,2,2,3,2,6,1,2,2,4,3,4,0,0,6,6,3,2,3,3,2,1,2001,18
1112381,2020,1,2,88,9,111,7,10,0,9,2,1,2,2,2,2,2,2,2,2,4,5,2,2,0,0,5,5,3,3,2,3,2,3,1999,20
1112382,2020,1,2,92,8,111,7,7,0,5,2,2,3,2,1,3,3,2,2,2,2,5,2,5,0,0,4,4,2,2,1,2,1,3,2003,16
1123571,2020,1,2,91,2,112,7,6,0,9,2,1,3,1,1,4,3,1,2,2,4,5,4,5,0,0,5,7,1,3,1,3,5,1,2002,17
1123572,2020,1,2,92,9,112,7,9,0,8,2,1,3,3,3,3,3,3,3,3,2,5,2,3,0,0,5,6,4,3,3,4,3,4,2003,16
1162501,2020,2,2,87,11,116,7,0,10,12,0,0,4,4,3,3,2,4,3,3,2,4,4,2,0,0,5,5,2,5,1,5,5,0,1998,21
1162502,2020,2,2,91,1,116,7,7,0,8,3,2,4,3,2,2,2,3,3,2,2,4,4,3,0,0,6,6,4,2,3,2,4,2,2002,18
2002042,2020,1,2,86,11,337,8,0,5,12,0,0,1,1,1,2,1,1,1,2,3,1,3,2,0,0,5,4,3,4,2,3,4,0,1997,22
2002181,2020,1,1,86,7,200,2,0,0,13,0,0,3,3,3,3,3,3,3,3,2,5,2,5,0,0,6,6,2,2,2,1,2,0,1997,22
2002182,2020,1,2,87,9,710,8,0,6,12,0,0,4,2,3,2,2,1,2,3,3,3,2,3,0,0,5,6,2,2,1,2,2,0,1998,21
2002381,2020,2,1,91,11,205,7,3,0,8,2,2,2,2,1,1,2,1,2,1,1,5,2,4,0,0,5,7,2,4,3,3,3,1,2002,17
2003031,2020,1,1,89,10,200,7,0,4,12,0,0,2,2,1,3,3,6,3,2,3,5,3,5,0,0,6,7,3,1,1,3,3,0,2000,19
2003032,2020,1,1,90,9,200,7,3,0,8,2,1,4,2,2,3,3,6,1,2,3,5,96,6,0,0,6,6,2,1,2,2,1,2,2001,18
2003351,2020,1,1,90,5,200,8,0,5,13,0,0,0,3,1,3,3,2,1,0,2,4,2,3,0,0,5,6,3,3,3,2,3,0,2001,18
2003352,2020,1,2,92,12,200,8,5,0,5,2,2,4,3,1,3,2,3,3,2,2,4,2,3,0,0,5,6,2,3,2,2,2,3,2003,16
2010055,2020,1,2,91,12,552,7,7,0,9,2,1,3,2,1,2,3,2,2,1,3,5,3,5,0,0,7,7,4,4,2,3,2,3,2002,17
2010301,2020,1,1,86,1,552,8,0,0,13,0,0,2,2,1,3,1,1,1,2,3,5,3,5,0,0,7,6,3,3,4,2,1,0,1997,23
2010422,2020,1,2,85,1,552,96,0,0,8,0,0,4,4,1,1,1,2,3,0,1,5,1,5,0,0,7,7,1,1,3,2,4,0,1996,24
2010423,2020,1,1,87,2,552,7,0,6,13,0,0,4,3,3,3,3,1,3,1,4,5,4,5,0,0,3,4,1,2,2,2,2,0,1998,21
2011243,2020,1,1,86,11,552,8,0,0,8,0,0,1,1,1,2,1,1,1,1,3,5,3,5,2,2,4,4,1,1,1,1,2,0,1997,22
2011301,2020,1,2,91,12,412,8,7,0,8,2,2,4,3,3,3,3,3,3,3,3,4,3,4,0,0,5,5,2,4,4,3,2,3,2002,17
2011352,2020,1,1,86,1,235,8,0,0,13,0,0,2,2,1,2,1,1,2,2,1,4,1,2,0,0,7,7,3,2,1,1,1,0,1997,23
2011383,2020,1,2,85,10,702,7,0,0,9,0,0,3,1,1,2,2,2,3,3,6,0,3,4,0,0,5,5,2,2,2,2,2,0,1996,23
2011441,2020,2,1,91,2,552,7,3,0,7,2,1,2,2,1,2,1,1,3,2,3,4,4,4,0,0,4,4,2,2,3,2,4,3,2002,18
2011451,2020,1,1,86,8,730,4,0,6,13,0,0,3,3,2,3,3,2,3,3,2,4,4,4,0,0,5,4,3,2,3,2,2,0,1997,22
2011452,2020,1,1,89,5,730,4,0,9,12,0,0,0,2,3,3,3,0,2,2,1,5,2,4,0,0,6,7,4,3,3,4,3,0,2000,19
2011501,2020,1,1,92,8,552,4,2,0,7,2,2,3,3,3,3,3,3,3,3,3,3,1,3,0,0,7,7,1,2,1,1,2,4,2003,16
2202311,2020,1,1,91,1,220,7,7,0,6,3,2,4,3,3,3,3,3,2,2,3,2,1,4,0,0,3,3,1,5,4,4,5,1,2002,18
