respondent_id,survey_year,survey_month,gender,birth_year_tw,birth_month,residence,housing_type,school_type,course_difficulty,school_rules_schedule,sleepover_friends,curfew_time,dress_appearance,daily_routine,internet_time,relationship_status,money_usage,job_choice,father_health,talk_to_father,mother_health,talk_to_mother,life_happiness,life_quality,internet_addiction_1,internet_addiction_2,internet_addiction_3,internet_addiction_4,internet_addiction_5,edu_rank_combined,internet_use_combined_ten,internet_use_combined
7021114,2018,4,2,88,2,513,8,13,NA,NA,3,4,1,3,3,2,4,3,2,5,3,5,7,7,NA,NA,NA,NA,NA,NA,10,5
7021141,2018,3,2,87,2,513,1,4,NA,NA,3,2,3,3,3,3,3,3,3,4,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA
7021142,2018,3,1,88,3,513,1,8,NA,NA,2,2,2,3,3,2,2,1,3,5,NA,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA
7021172,2018,2,2,83,10,513,3,8,NA,NA,3,3,1,1,1,2,3,1,6,NA,1,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA
7021173,2018,2,2,86,7,513,1,8,NA,NA,3,1,1,1,1,1,1,1,6,NA,1,4,7,6,NA,NA,NA,NA,NA,NA,NA,NA
7021174,2018,2,1,88,12,513,4,8,NA,NA,3,2,1,3,3,1,3,3,6,NA,3,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA
7021181,2018,4,1,90,2,513,4,8,2,1,NA,1,1,1,2,1,1,1,3,5,3,5,5,5,NA,NA,NA,NA,NA,3,6,3
7021241,2018,2,2,88,9,513,5,5,2,1,2,2,1,2,2,1,2,2,2,4,2,1,7,7,NA,NA,NA,NA,NA,4,6,3
7021271,2018,4,2,89,6,513,7,9,2,2,4,4,1,3,2,3,3,2,2,5,2,4,5,5,NA,NA,NA,NA,NA,1,10,5
7021301,2018,4,1,84,4,513,7,14,NA,NA,2,1,1,3,1,1,2,2,3,4,3,4,6,5,NA,NA,NA,NA,NA,NA,10,5
7021362,2018,2,2,85,12,513,1,12,NA,NA,2,3,1,3,2,1,3,1,2,5,3,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA
7021363,2018,2,2,88,3,513,1,12,NA,NA,3,3,1,3,3,3,3,2,1,5,3,4,7,7,NA,NA,NA,NA,NA,NA,3,2
7021401,2018,3,1,89,4,513,4,6,2,3,2,2,1,3,3,3,3,3,2,3,2,3,7,7,NA,NA,NA,NA,NA,2,4,2
7021402,2018,3,2,90,4,513,4,8,3,1,3,3,2,3,3,4,3,3,2,3,2,3,7,7,NA,NA,NA,NA,NA,2,4,2
7021541,2018,3,1,88,11,513,2,5,3,2,2,3,1,3,3,1,2,2,3,5,3,5,4,4,NA,NA,NA,NA,NA,1,4,2
7030033,2018,2,1,84,1,300,4,14,NA,NA,2,1,2,3,2,1,1,2,1,2,1,1,6,5,NA,NA,NA,NA,NA,NA,2,1
7030353,2018,2,2,84,6,712,2,12,NA,NA,3,3,2,3,3,2,3,2,2,5,3,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA
7030354,2018,2,1,85,11,842,4,8,NA,NA,2,2,2,2,2,3,3,2,2,5,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA
7030355,2018,2,2,85,11,116,4,13,NA,NA,2,2,1,2,1,2,3,2,3,5,3,4,6,6,NA,NA,NA,NA,NA,NA,6,3
7031051,2018,1,1,90,11,513,3,5,2,1,3,NA,2,4,4,NA,3,NA,1,5,1,5,6,7,NA,NA,NA,NA,NA,2,3,2
7031161,2018,2,2,90,11,515,2,5,2,2,3,2,1,2,2,1,2,3,2,2,2,2,3,6,NA,NA,NA,NA,NA,4,2,1
7031162,2018,2,1,90,11,515,2,5,2,2,3,4,2,4,3,3,3,2,2,4,2,4,6,7,NA,NA,NA,NA,NA,3,2,1
7031242,2018,2,2,83,2,513,1,12,NA,NA,3,3,2,2,2,3,2,2,2,3,2,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA
7031341,2018,3,1,83,7,513,NA,12,NA,NA,1,3,1,2,1,1,1,1,1,4,1,4,6,7,NA,NA,NA,NA,NA,NA,NA,NA
7031342,2018,3,2,85,4,513,NA,12,NA,NA,1,1,1,1,1,1,2,1,1,5,1,4,6,6,NA,NA,NA,NA,NA,NA,6,3
7031421,2018,2,1,86,8,807,3,8,3,3,2,2,1,2,3,2,3,2,3,5,3,5,5,6,NA,NA,NA,NA,NA,1,7,4
7031422,2018,2,1,88,3,513,NA,8,NA,NA,3,2,1,3,3,1,2,1,2,5,2,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA
7031482,2018,2,1,83,4,513,4,12,NA,NA,3,3,2,3,3,2,3,2,3,5,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA
7031483,2018,2,2,84,12,513,3,12,NA,NA,3,3,1,2,1,2,3,1,2,5,4,4,5,6,NA,NA,NA,NA,NA,NA,4,2
7031552,2018,2,2,84,7,513,4,12,NA,NA,2,2,1,3,3,1,1,2,3,5,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA
7040093,2018,2,1,83,2,333,4,8,NA,NA,4,3,2,2,4,3,4,2,3,5,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA
7040235,2018,2,2,85,5,333,4,13,NA,NA,1,1,1,1,1,1,1,1,2,5,2,5,7,7,NA,NA,NA,NA,NA,NA,3,2
7041011,2018,2,2,86,5,712,4,12,NA,NA,3,2,1,2,2,1,3,1,3,4,2,4,6,6,NA,NA,NA,NA,NA,NA,7,4
7041012,2018,2,2,88,4,712,4,12,NA,NA,4,4,3,4,3,3,3,4,3,4,3,2,5,7,NA,NA,NA,NA,NA,NA,6,3
7041013,2018,2,1,89,8,712,4,9,3,1,4,4,3,3,4,3,4,3,2,4,2,4,7,6,NA,NA,NA,NA,NA,2,5,3
7041021,2018,2,1,83,12,712,2,8,NA,NA,3,2,2,3,3,1,2,3,3,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
7041022,2018,2,2,86,1,712,2,12,NA,NA,4,3,2,3,3,2,2,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,5,3
7041023,2018,2,2,87,1,950,7,10,NA,NA,2,2,1,2,2,2,1,2,3,5,4,5,6,6,NA,NA,NA,NA,NA,NA,10,5
7041133,2018,2,2,83,8,434,8,12,NA,NA,1,1,1,1,1,1,1,1,2,5,2,5,7,6,NA,NA,NA,NA,NA,NA,NA,NA
7041181,2018,1,1,87,6,701,4,5,NA,NA,3,4,4,4,4,3,3,2,2,3,3,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA
7041182,2018,1,1,89,10,701,4,5,2,2,3,3,3,3,3,3,3,3,3,4,3,4,3,5,NA,NA,NA,NA,NA,1,3,2
7041203,2018,3,2,83,3,234,7,12,NA,NA,1,1,1,1,1,1,1,1,2,4,2,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA
7041261,2018,2,1,90,11,712,4,8,3,2,3,3,3,3,3,3,3,3,1,2,1,2,5,5,NA,NA,NA,NA,NA,3,4,2
7041391,2018,2,2,87,7,712,4,12,NA,NA,4,3,3,2,3,4,2,2,2,4,3,4,7,7,NA,NA,NA,NA,NA,NA,3,2
7041392,2018,2,1,90,4,712,4,8,2,1,2,1,2,1,4,4,1,3,2,5,1,3,5,5,NA,NA,NA,NA,NA,1,1,1
7041411,2018,2,2,89,10,712,5,5,2,1,4,4,3,3,4,2,3,3,2,5,2,4,5,6,NA,NA,NA,NA,NA,2,5,3
7041422,2018,2,2,83,9,404,8,10,NA,NA,2,1,3,3,2,2,3,3,3,5,3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA
7041472,2018,2,1,84,1,712,4,12,NA,NA,3,3,1,3,1,2,2,3,2,4,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA
7041483,2018,2,2,88,8,712,5,12,NA,NA,3,2,1,2,1,2,3,1,3,3,3,3,6,6,NA,NA,NA,NA,NA,NA,6,3
7041502,2018,2,1,83,3,712,6,10,NA,NA,2,2,2,2,2,2,2,2,3,4,3,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA
7041503,2018,2,2,88,6,950,2,6,NA,NA,2,2,2,2,2,2,3,3,3,2,3,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA
7041511,2018,2,1,85,11,711,4,13,NA,NA,1,1,4,3,2,2,1,NA,2,4,3,4,6,6,NA,NA,NA,NA,NA,NA,8,4
7041512,2018,2,2,87,1,711,7,13,NA,NA,2,2,2,1,3,2,3,NA,3,5,5,4,6,6,NA,NA,NA,NA,NA,NA,5,3
7041531,2018,3,2,88,9,709,7,6,2,2,2,3,3,2,1,3,2,3,NA,5,3,5,5,6,NA,NA,NA,NA,NA,3,6,3
7093301,2018,2,2,87,11,709,4,12,NA,NA,3,3,1,3,1,3,2,2,1,3,1,4,7,7,NA,NA,NA,NA,NA,NA,5,3
7212251,2018,2,2,88,10,721,4,5,2,2,2,2,2,3,2,3,3,2,2,4,2,1,5,6,NA,NA,NA,NA,NA,3,4,2
7213291,2018,2,2,89,2,721,4,8,2,1,2,2,3,3,3,3,4,4,3,5,3,1,6,6,NA,NA,NA,NA,NA,2,7,4
7213292,2018,2,2,90,5,721,4,6,2,1,3,3,2,3,3,2,3,3,2,4,2,3,5,5,NA,NA,NA,NA,NA,2,4,2
7373081,2018,3,2,88,1,737,2,12,NA,NA,3,2,1,1,1,3,3,1,3,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA
7373082,2018,3,2,90,11,737,2,8,2,2,3,3,1,3,3,2,3,2,2,2,2,4,5,5,NA,NA,NA,NA,NA,2,6,3
8010012,2018,1,2,83,6,203,4,13,NA,NA,2,3,1,3,1,1,2,4,2,5,2,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA
8010122,2018,2,2,86,6,204,7,13,NA,NA,3,2,1,2,1,2,3,2,2,4,3,4,6,6,NA,NA,NA,NA,NA,NA,10,5
8010223,2018,2,2,84,7,206,8,13,NA,NA,2,3,2,3,3,2,3,2,2,1,2,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA
8011031,2018,1,2,86,2,204,8,13,NA,NA,2,2,1,1,3,3,3,4,NA,NA,3,4,6,6,NA,NA,NA,NA,NA,NA,6,3
8011092,2018,3,1,83,1,204,7,8,NA,NA,2,2,1,3,2,2,2,2,NA,NA,2,4,7,5,NA,NA,NA,NA,NA,NA,NA,NA
8011151,2018,2,2,84,2,204,7,12,NA,NA,3,NA,1,2,1,1,3,3,2,3,2,3,6,7,NA,NA,NA,NA,NA,NA,NA,NA
8011152,2018,2,1,85,2,204,7,12,NA,NA,2,3,1,2,2,2,2,2,2,4,2,4,7,7,NA,NA,NA,NA,NA,NA,7,4
8011332,2018,2,2,84,4,204,8,12,NA,NA,2,3,3,3,2,2,3,3,3,3,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA
8011333,2018,2,1,86,2,204,8,12,NA,NA,3,3,3,4,3,1,3,3,2,4,2,4,6,7,NA,NA,NA,NA,NA,NA,7,4
8011342,2018,3,2,83,3,111,7,10,NA,NA,2,1,2,2,1,2,2,2,2,5,2,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA
8011343,2018,3,2,84,3,111,7,13,NA,NA,2,3,1,3,1,3,1,2,3,3,3,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA
8011351,2018,2,2,86,10,204,4,12,NA,NA,2,3,1,3,2,1,2,1,1,5,3,5,5,5,NA,NA,NA,NA,NA,NA,6,3
8011473,2018,2,1,84,6,204,2,9,NA,NA,1,1,1,1,1,1,1,1,3,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
8011474,2018,2,1,88,12,204,2,6,1,1,2,2,1,3,2,1,3,3,3,5,3,5,5,5,NA,NA,NA,NA,NA,2,6,3
8011501,2018,2,1,84,11,528,8,8,NA,NA,2,2,1,3,3,2,2,2,2,5,2,5,7,6,NA,NA,NA,NA,NA,NA,NA,NA
8011502,2018,2,1,88,10,204,8,6,1,1,3,3,1,3,2,1,2,1,3,5,3,2,3,5,NA,NA,NA,NA,NA,3,4,2
8020181,2018,2,2,88,11,204,8,6,2,1,4,3,2,3,3,4,3,3,2,3,2,3,5,7,NA,NA,NA,NA,NA,2,2,1
8020182,2018,2,1,90,12,204,8,8,2,3,4,4,3,4,4,4,4,3,1,4,1,4,7,7,NA,NA,NA,NA,NA,1,4,2
8020243,2018,2,1,87,3,204,4,12,NA,NA,2,2,2,3,3,1,3,2,1,4,1,4,7,7,NA,NA,NA,NA,NA,NA,5,3
8020354,2018,3,1,88,4,304,7,13,NA,NA,2,1,2,3,2,2,3,2,2,4,2,4,5,5,NA,NA,NA,NA,NA,NA,5,3
8021251,2018,2,1,88,5,204,7,13,NA,NA,1,2,3,3,3,1,1,1,1,5,1,5,7,7,NA,NA,NA,NA,NA,NA,4,2
8030011,2018,2,2,86,5,220,8,13,NA,NA,1,1,1,2,1,2,1,2,3,4,3,2,5,5,NA,NA,NA,NA,NA,NA,7,4
8030012,2018,2,1,89,5,600,4,5,2,2,2,2,3,3,3,3,3,2,3,4,2,2,5,4,NA,NA,NA,NA,NA,4,3,2
8030053,2018,2,2,85,9,251,7,13,NA,NA,3,1,1,2,2,3,1,2,3,4,3,3,6,6,NA,NA,NA,NA,NA,NA,5,3
8030263,2018,2,1,87,4,111,7,13,NA,NA,3,2,2,2,3,2,2,2,1,4,2,5,7,7,NA,NA,NA,NA,NA,NA,5,3
8030363,2018,2,2,83,12,500,4,13,NA,NA,3,3,2,3,2,3,2,2,3,5,2,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA
8031031,2018,3,2,84,7,111,7,13,NA,NA,1,1,1,1,1,1,1,1,4,5,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA
8031032,2018,2,2,85,10,242,7,13,NA,NA,4,1,1,1,1,4,1,1,4,5,3,5,7,5,NA,NA,NA,NA,NA,NA,3,2
8031451,2018,3,1,83,6,412,8,12,NA,NA,3,2,1,2,2,2,3,2,3,4,3,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA
8031452,2018,2,1,84,9,412,8,12,NA,NA,3,3,2,1,1,2,1,2,3,4,3,4,6,6,NA,NA,NA,NA,NA,NA,5,3
8031453,2018,2,2,88,5,412,8,5,2,1,4,4,3,3,3,4,2,2,2,3,2,3,6,5,NA,NA,NA,NA,NA,2,4,2
8031461,2018,3,2,85,1,717,4,12,NA,NA,4,3,1,3,3,4,1,1,4,4,2,5,5,4,NA,NA,NA,NA,NA,NA,5,3
8031462,2018,3,1,86,8,333,7,12,NA,NA,3,2,2,3,1,1,2,2,3,3,1,3,6,7,NA,NA,NA,NA,NA,NA,6,3
8040462,2018,2,1,85,6,408,3,13,NA,NA,3,3,3,3,3,2,3,2,2,3,2,2,5,5,NA,NA,NA,NA,NA,NA,5,3
8041031,2018,2,2,85,3,407,8,13,NA,NA,3,3,3,3,3,3,3,3,2,4,2,2,6,6,NA,NA,NA,NA,NA,NA,5,3
8041032,2018,2,2,86,9,403,7,12,NA,NA,4,4,3,3,3,4,2,3,2,4,2,4,5,4,NA,NA,NA,NA,NA,NA,8,4
8041071,2018,2,1,90,7,412,4,6,2,2,4,3,2,2,2,1,2,2,2,3,2,4,5,6,NA,NA,NA,NA,NA,2,7,4
8050192,2018,2,1,86,11,403,7,12,NA,NA,2,1,1,1,1,1,2,1,2,3,2,4,6,7,NA,NA,NA,NA,NA,NA,4,2
8050231,2018,2,2,86,6,106,7,13,NA,NA,3,4,3,4,3,3,2,NA,2,4,4,2,4,4,NA,NA,NA,NA,NA,NA,5,3
8050242,2018,2,1,84,10,403,4,8,NA,NA,3,2,1,1,1,2,2,2,2,4,2,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA
8050243,2018,2,1,84,10,403,4,8,NA,NA,2,2,1,1,1,1,2,1,2,5,2,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA
8050244,2018,2,2,83,5,403,4,8,NA,NA,3,3,2,3,3,2,2,2,2,4,2,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA
8050281,2018,3,2,86,7,320,4,13,NA,NA,4,3,4,3,3,3,3,2,1,4,2,2,6,6,NA,NA,NA,NA,NA,NA,8,4
8051051,2018,2,2,84,11,600,7,13,NA,NA,2,3,1,3,1,2,2,2,2,4,2,4,5,5,NA,NA,NA,NA,NA,NA,5,3
8051052,2018,2,1,87,9,600,7,13,NA,NA,3,1,2,2,2,1,2,1,2,4,2,4,6,5,NA,NA,NA,NA,NA,NA,4,2
8051141,2018,2,1,86,9,320,8,13,NA,NA,3,3,2,3,3,2,2,2,2,3,2,2,6,5,NA,NA,NA,NA,NA,NA,5,3
8051251,2018,2,2,85,10,621,8,13,NA,NA,2,2,1,3,3,1,2,2,2,4,2,4,6,6,NA,NA,NA,NA,NA,NA,9,5
8051252,2018,2,1,90,8,621,4,8,2,1,4,4,3,4,4,NA,4,2,1,5,1,5,7,7,NA,NA,NA,NA,NA,2,5,3
8051301,2018,2,1,86,10,701,8,13,NA,NA,1,2,2,2,3,2,2,2,2,4,2,4,6,6,NA,NA,NA,NA,NA,NA,4,2
8051302,2018,2,1,88,10,600,4,5,2,1,3,2,3,3,3,2,2,2,2,4,2,4,6,4,NA,NA,NA,NA,NA,4,4,2
8051311,2018,2,1,90,10,600,4,8,2,2,3,3,1,3,3,1,3,3,2,3,1,3,6,7,NA,NA,NA,NA,NA,2,3,2
8051371,2018,2,1,86,9,622,7,8,NA,NA,2,2,1,1,1,1,1,1,3,5,3,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA
8051372,2018,2,1,88,5,600,8,8,NA,NA,2,1,1,1,1,1,2,2,4,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
8072491,2018,2,1,89,3,807,7,6,2,1,3,3,3,3,3,3,4,2,3,5,3,5,5,5,NA,NA,NA,NA,NA,2,4,2
8072492,2018,2,1,90,9,807,NA,6,2,2,3,3,2,1,1,1,3,3,3,5,2,5,5,4,NA,NA,NA,NA,NA,2,3,2
8130663,2018,2,1,85,1,406,8,13,NA,NA,3,2,2,3,1,3,3,2,1,3,4,4,6,7,NA,NA,NA,NA,NA,NA,6,3
8202471,2018,2,1,90,11,820,8,4,NA,NA,3,3,2,4,4,2,3,2,2,5,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
8203151,2018,2,2,85,11,500,2,13,NA,NA,3,2,2,2,2,2,2,2,3,3,3,2,7,7,NA,NA,NA,NA,NA,NA,5,3
8203152,2018,2,1,90,12,820,4,8,1,1,3,3,2,2,2,2,2,2,2,5,2,5,5,6,NA,NA,NA,NA,NA,4,3,2
8303041,2018,2,2,88,6,830,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,4,5,4,NA,NA,NA,NA,NA,NA,10,5
8303361,2018,2,1,87,5,830,8,4,NA,NA,2,2,1,2,1,2,1,2,2,5,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
9010152,2018,2,1,84,5,330,2,12,NA,NA,3,3,3,2,2,2,2,2,3,5,3,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA
9010252,2018,2,1,85,9,114,7,12,NA,NA,2,2,1,1,1,2,1,2,3,5,3,5,6,6,NA,NA,NA,NA,NA,NA,10,5
9010431,2018,2,2,83,1,115,8,14,NA,NA,1,2,1,3,2,1,3,2,2,4,2,4,5,5,NA,NA,NA,NA,NA,NA,6,3
9010432,2018,1,2,85,7,115,7,13,NA,NA,2,1,1,2,1,1,1,1,2,3,2,3,5,7,NA,NA,NA,NA,NA,NA,6,3
9010433,2018,1,1,86,12,115,7,12,NA,NA,3,2,2,3,2,1,2,2,2,4,2,3,5,5,NA,NA,NA,NA,NA,NA,6,3
9011051,2018,2,1,87,2,100,7,13,NA,NA,2,1,1,3,1,1,1,1,1,5,1,3,5,6,NA,NA,NA,NA,NA,NA,7,4
9011571,2018,2,1,85,1,234,8,13,NA,NA,2,3,2,1,1,2,3,NA,3,3,3,3,5,4,NA,NA,NA,NA,NA,NA,5,3
9011572,2018,2,1,86,1,234,7,10,NA,NA,2,2,3,3,3,2,2,1,2,4,1,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA
9020203,2018,2,2,83,1,115,7,13,NA,NA,3,3,3,3,2,3,3,3,3,4,3,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA
9020262,2018,2,1,84,8,115,7,13,NA,NA,2,3,1,3,2,2,2,2,3,5,3,4,5,5,NA,NA,NA,NA,NA,NA,9,5
9020302,2018,3,2,84,4,115,8,12,NA,NA,1,1,1,1,1,1,1,1,3,5,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA
9021182,2018,3,1,90,9,100,7,5,2,1,2,1,2,3,2,1,2,3,1,4,1,4,6,6,NA,NA,NA,NA,NA,2,5,3
9030013,2018,2,1,88,11,114,8,8,1,2,2,3,2,3,2,2,3,3,2,4,2,4,6,6,NA,NA,NA,NA,NA,3,3,2
9030111,2018,2,2,84,1,114,7,13,NA,NA,3,2,1,2,2,2,2,1,2,3,2,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA
9030131,2018,2,2,85,3,114,7,13,NA,NA,3,4,1,3,3,3,3,2,2,5,2,4,5,5,NA,NA,NA,NA,NA,NA,7,4
9030132,2018,2,2,90,12,114,7,5,2,2,4,4,3,3,3,NA,3,NA,3,5,3,4,6,6,NA,NA,NA,NA,NA,3,5,3
9030183,2018,2,2,83,3,114,4,13,NA,NA,3,3,3,3,1,2,1,3,4,4,3,4,5,7,NA,NA,NA,NA,NA,NA,NA,NA
9030222,2018,2,1,83,3,300,8,13,NA,NA,2,2,2,3,2,2,3,2,2,4,2,4,5,5,NA,NA,NA,NA,NA,NA,4,2
9030332,2018,2,2,83,12,114,7,12,NA,NA,3,3,1,1,1,2,2,2,6,NA,3,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA
9031031,2018,2,2,85,1,114,8,5,NA,NA,3,3,3,3,3,NA,3,3,2,3,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA
9031141,2018,2,1,85,7,115,7,8,NA,NA,2,1,1,1,1,2,2,1,2,4,2,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA
9031142,2018,2,1,88,6,115,7,12,NA,NA,1,1,2,2,1,1,1,1,2,5,2,5,5,5,NA,NA,NA,NA,NA,NA,3,2
9031143,2018,2,2,89,9,115,7,8,2,2,4,3,2,3,1,4,3,3,2,4,2,4,5,6,NA,NA,NA,NA,NA,2,7,4
9031191,2018,2,1,83,11,251,7,13,NA,NA,2,2,1,2,2,2,3,2,3,4,2,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA
9031192,2018,2,1,85,10,251,7,12,NA,NA,3,1,3,4,4,1,1,4,3,4,3,4,5,4,NA,NA,NA,NA,NA,NA,8,4
9031351,2018,3,1,85,12,115,7,13,NA,NA,2,3,1,3,3,2,1,2,1,3,1,3,6,6,NA,NA,NA,NA,NA,NA,4,2
9031352,2018,4,2,89,2,201,7,5,1,1,1,2,1,3,3,1,1,3,2,5,3,1,5,4,NA,NA,NA,NA,NA,3,3,2
9040082,2018,2,1,84,4,114,7,13,NA,NA,3,3,2,3,2,2,3,3,3,5,3,4,5,5,NA,NA,NA,NA,NA,NA,3,2
9040452,2018,2,1,85,8,114,7,13,NA,NA,1,2,1,2,1,2,2,2,2,4,2,4,5,5,NA,NA,NA,NA,NA,NA,5,3
9041021,2018,2,1,86,1,221,8,12,NA,NA,2,2,2,3,2,1,2,2,1,4,1,4,5,5,NA,NA,NA,NA,NA,NA,4,2
9041022,2018,2,2,88,7,221,8,13,NA,NA,4,3,2,3,3,2,2,2,2,4,2,4,5,5,NA,NA,NA,NA,NA,NA,6,3
9041231,2018,3,1,90,3,338,8,5,2,1,3,3,2,3,3,2,3,3,1,2,1,2,6,6,NA,NA,NA,NA,NA,3,3,2
9041342,2018,2,2,83,3,115,7,12,NA,NA,4,3,1,3,1,2,2,2,2,3,2,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA
9051131,2018,3,2,87,7,807,8,12,NA,NA,4,4,3,3,3,2,3,2,2,5,4,5,5,5,NA,NA,NA,NA,NA,NA,4,2
9051281,2018,2,2,84,3,221,8,12,NA,NA,2,2,1,1,1,1,1,1,2,5,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
9051282,2018,2,1,89,11,221,8,8,1,1,2,1,1,2,2,2,2,2,3,5,3,4,5,5,NA,NA,NA,NA,NA,4,2,1
9051431,2018,3,2,86,2,99,5,13,NA,NA,3,2,1,2,2,1,3,2,2,4,2,3,5,5,NA,NA,NA,NA,NA,NA,10,5
9051432,2018,3,1,88,2,99,5,5,1,1,2,2,1,1,1,1,1,1,2,5,2,4,7,7,NA,NA,NA,NA,NA,3,10,5
9051511,2018,2,2,86,8,114,7,12,NA,NA,2,2,1,3,2,1,2,2,1,5,1,2,5,5,NA,NA,NA,NA,NA,NA,7,4
9051512,2018,2,2,90,4,114,7,5,2,2,3,2,3,3,4,3,2,2,2,5,3,5,5,5,NA,NA,NA,NA,NA,3,10,5
9060053,2018,2,2,84,4,100,7,12,NA,NA,3,4,2,3,1,2,4,2,1,3,2,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA
9060283,2018,3,1,84,3,100,7,13,NA,NA,1,1,1,1,1,1,1,2,2,5,2,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA
9060451,2018,3,1,87,10,106,7,8,NA,NA,3,2,1,2,2,NA,2,NA,3,4,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA
9060491,2018,2,1,86,6,100,7,12,NA,NA,1,1,2,3,1,1,2,1,4,4,3,4,6,4,NA,NA,NA,NA,NA,NA,4,2
9060663,2018,2,2,83,8,100,7,12,NA,NA,NA,1,2,2,2,2,1,3,3,5,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA
9060664,2018,2,1,88,1,100,7,13,NA,NA,3,3,3,3,3,3,3,3,2,5,2,5,5,5,NA,NA,NA,NA,NA,NA,3,2
9061061,2018,2,2,86,6,114,7,13,NA,NA,2,2,1,2,3,2,1,1,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,4,2
9061062,2018,2,1,88,6,114,7,12,NA,NA,2,2,1,3,3,1,2,2,2,4,2,3,6,6,NA,NA,NA,NA,NA,NA,3,2
9061381,2018,2,2,87,10,114,7,13,NA,NA,3,3,2,2,2,3,3,3,3,3,2,3,5,6,NA,NA,NA,NA,NA,NA,6,3
9061591,2018,2,1,85,2,204,7,8,NA,NA,4,3,1,3,1,4,2,3,4,5,4,4,7,5,NA,NA,NA,NA,NA,NA,NA,NA
9061592,2018,2,2,86,5,206,7,13,NA,NA,2,1,1,1,1,3,1,2,1,5,2,2,5,5,NA,NA,NA,NA,NA,NA,5,3
9072142,2018,3,1,87,8,900,8,8,NA,NA,2,2,2,2,2,2,2,2,3,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
9072391,2018,4,2,90,11,907,5,8,1,2,4,4,3,3,3,2,3,2,3,4,2,4,7,7,NA,NA,NA,NA,NA,4,6,3
9073411,2018,4,2,86,12,907,4,9,2,2,1,1,1,2,2,2,3,2,3,4,NA,5,7,7,NA,NA,NA,NA,NA,2,7,4
9113071,2018,2,2,88,1,813,4,9,2,1,4,3,2,2,2,3,1,2,1,5,1,5,7,7,NA,NA,NA,NA,NA,2,5,3
9113401,2018,2,1,86,12,911,3,8,NA,NA,2,3,3,3,2,2,2,2,2,5,2,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA
9113461,2018,3,1,89,7,830,7,8,NA,NA,3,3,3,4,1,1,3,2,4,5,NA,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA
