respondent_id,survey_year,survey_month,gender,birth_year_tw,birth_month,residence,housing_type,school_type,course_difficulty,school_rules_schedule,sleepover_friends,curfew_time,dress_appearance,daily_routine,internet_time,relationship_status,money_usage,job_choice,father_health,talk_to_father,mother_health,talk_to_mother,life_happiness,life_quality,internet_addiction_1,internet_addiction_2,internet_addiction_3,internet_addiction_4,internet_addiction_5,edu_rank_combined,internet_use_combined_ten,internet_use_combined
3041372,2018,2,2,88,3,235,7,12,NA,NA,3,3,2,3,1,3,4,3,2,5,2,5,6,6,NA,NA,NA,NA,NA,NA,5,3
3051221,2018,2,2,86,7,234,7,13,NA,NA,3,3,4,3,3,2,3,2,3,4,3,3,7,7,NA,NA,NA,NA,NA,NA,4,2
3051222,2018,2,2,87,12,234,8,13,NA,NA,3,3,3,3,3,NA,2,3,3,3,2,2,6,6,NA,NA,NA,NA,NA,NA,4,2
3051271,2018,2,1,90,7,234,8,5,2,2,NA,3,2,3,3,NA,3,NA,2,5,2,5,4,5,NA,NA,NA,NA,NA,2,3,2
3060072,2018,3,1,83,12,231,7,13,NA,NA,2,2,2,2,2,3,2,2,3,4,2,4,6,6,NA,NA,NA,NA,NA,NA,5,3
3060091,2018,2,2,85,8,235,7,8,NA,NA,4,4,3,3,2,2,1,3,4,5,4,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA
3060092,2018,2,1,86,6,235,7,8,NA,NA,4,4,1,3,2,3,3,3,2,4,2,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA
3061191,2018,3,2,83,8,300,7,13,NA,NA,2,2,2,2,2,2,2,2,3,4,3,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA
3061192,2018,3,1,85,5,235,7,4,NA,NA,2,2,2,2,2,2,2,2,3,5,2,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA
3061451,2018,2,2,83,12,242,7,12,NA,NA,2,2,2,3,2,2,3,2,6,NA,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA
3061452,2018,2,2,85,8,242,7,13,NA,NA,2,2,1,3,2,1,2,2,6,NA,3,2,5,4,NA,NA,NA,NA,NA,NA,4,2
3061471,2018,3,2,89,11,242,7,5,2,1,1,1,1,2,3,1,2,1,3,5,3,4,4,6,NA,NA,NA,NA,NA,3,4,2
3070282,2018,2,2,83,5,234,7,5,NA,NA,4,4,4,4,3,3,3,3,1,3,1,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA
3070283,2018,2,1,84,10,402,7,13,NA,NA,3,1,2,3,2,2,3,2,1,4,2,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA
3071142,2018,3,2,87,4,242,7,12,NA,NA,4,3,1,1,1,2,2,2,2,5,3,1,6,6,NA,NA,NA,NA,NA,NA,10,5
3071173,2018,3,2,83,3,238,7,6,NA,NA,1,1,1,1,1,1,1,2,3,4,NA,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA
3071311,2018,2,2,86,11,242,8,13,NA,NA,3,2,2,2,2,3,2,2,3,4,2,3,5,5,NA,NA,NA,NA,NA,NA,6,3
3071312,2018,2,2,88,4,242,7,13,NA,NA,3,3,3,2,1,2,1,1,2,3,2,1,5,5,NA,NA,NA,NA,NA,NA,4,2
3071313,2018,2,1,89,8,242,8,5,1,3,3,2,1,2,1,2,2,2,3,3,2,3,4,5,NA,NA,NA,NA,NA,4,5,3
3071352,2018,3,2,83,12,242,8,10,NA,NA,1,1,2,1,1,2,2,1,6,NA,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA
3160354,2018,2,1,87,10,320,4,13,NA,NA,3,3,3,3,3,2,3,2,3,5,3,5,6,6,NA,NA,NA,NA,NA,NA,7,4
3202291,2018,1,1,87,12,320,7,13,NA,NA,2,2,1,1,1,2,2,2,2,4,2,4,5,5,NA,NA,NA,NA,NA,NA,6,3
3203291,2018,3,1,89,8,320,8,6,3,1,3,3,1,4,2,2,2,2,2,5,2,5,5,6,NA,NA,NA,NA,NA,2,4,2
3262181,2018,2,2,86,3,320,4,6,NA,NA,2,2,1,3,1,1,3,1,2,3,2,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA
3372131,2018,3,2,89,2,337,4,6,1,2,3,3,1,2,1,2,2,2,3,4,NA,NA,4,4,NA,NA,NA,NA,NA,2,5,3
3372291,2018,3,1,88,9,328,2,5,2,1,2,2,2,2,2,2,3,NA,1,4,6,NA,5,5,NA,NA,NA,NA,NA,1,4,2
3372292,2018,2,2,90,3,112,7,9,2,1,3,3,1,3,1,2,2,3,4,4,2,3,6,5,NA,NA,NA,NA,NA,2,4,2
3373201,2018,2,2,89,1,337,4,6,1,1,4,4,3,3,3,4,3,3,1,5,1,2,7,7,NA,NA,NA,NA,NA,2,4,2
4010052,2018,3,2,83,5,338,8,13,NA,NA,2,2,2,2,2,2,2,2,2,4,2,3,5,4,NA,NA,NA,NA,NA,NA,6,3
4010102,2018,3,1,85,1,338,8,13,NA,NA,2,2,2,2,2,2,2,2,3,5,3,5,6,6,NA,NA,NA,NA,NA,NA,6,3
4011081,2018,2,1,85,6,333,2,13,NA,NA,1,1,1,1,1,1,2,2,1,5,1,5,5,5,NA,NA,NA,NA,NA,NA,6,3
4011161,2018,2,1,89,6,435,4,6,2,1,2,2,4,3,2,1,3,2,3,4,1,1,7,7,NA,NA,NA,NA,NA,2,10,5
4011181,2018,2,2,83,1,326,4,13,NA,NA,3,3,3,3,2,3,3,3,2,3,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA
4011182,2018,2,2,85,1,326,4,13,NA,NA,4,3,3,3,3,3,2,3,1,4,2,2,6,6,NA,NA,NA,NA,NA,NA,6,3
4011222,2018,2,2,83,11,717,7,12,NA,NA,2,1,1,2,1,1,1,2,3,5,2,5,4,3,NA,NA,NA,NA,NA,NA,5,3
4011223,2018,2,1,88,6,326,4,6,NA,NA,3,3,3,3,3,2,3,3,2,5,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
4011251,2018,2,1,84,11,407,7,5,NA,NA,2,3,2,3,2,2,2,2,2,5,2,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA
4011252,2018,2,1,86,4,326,4,13,NA,NA,3,3,1,3,3,1,2,2,2,5,4,5,6,5,NA,NA,NA,NA,NA,NA,3,2
4011362,2018,2,2,85,3,202,8,12,NA,NA,2,1,2,3,3,3,3,2,2,5,2,3,4,5,NA,NA,NA,NA,NA,NA,9,5
4011363,2018,2,2,87,5,320,7,12,NA,NA,2,1,2,2,3,2,2,2,1,3,1,2,6,7,NA,NA,NA,NA,NA,NA,9,5
4011473,2018,2,1,83,5,320,8,12,NA,NA,2,2,2,2,2,2,2,2,1,4,1,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA
4021231,2018,3,1,85,5,338,4,12,NA,NA,2,2,1,2,2,2,3,2,1,4,1,3,7,7,NA,NA,NA,NA,NA,NA,3,2
4021232,2018,3,2,83,9,338,4,12,NA,NA,2,2,1,2,3,2,1,2,2,5,2,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA
4021351,2018,2,2,88,4,330,2,12,NA,NA,2,2,1,3,1,2,2,2,2,5,2,2,6,6,NA,NA,NA,NA,NA,NA,5,3
4021352,2018,2,1,90,10,330,2,8,2,1,3,3,2,2,3,2,4,2,2,5,2,5,5,5,NA,NA,NA,NA,NA,1,5,3
4021402,2018,2,1,90,3,338,8,5,2,1,2,2,2,2,2,2,2,2,3,4,3,4,4,4,NA,NA,NA,NA,NA,1,3,2
4030332,2018,4,1,83,2,950,NA,5,NA,NA,2,2,1,1,1,1,1,1,3,5,3,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA
4031081,2018,2,2,89,10,950,4,5,2,1,NA,3,2,3,3,2,2,2,2,5,2,4,5,6,NA,NA,NA,NA,NA,3,4,2
4031183,2018,2,2,85,6,950,2,13,NA,NA,3,1,1,2,1,2,1,2,3,4,3,2,6,6,NA,NA,NA,NA,NA,NA,6,3
4031261,2018,2,2,84,3,950,2,13,NA,NA,3,2,3,2,1,1,3,3,2,5,2,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA
4031262,2018,3,1,86,1,950,2,13,NA,NA,2,2,2,2,2,2,3,3,2,5,3,5,7,7,NA,NA,NA,NA,NA,NA,5,3
4031471,2018,2,2,88,1,950,2,12,NA,NA,3,3,2,2,2,2,3,3,3,4,2,3,6,6,NA,NA,NA,NA,NA,NA,8,4
4040102,2018,2,2,85,8,100,7,13,NA,NA,1,1,1,1,1,1,1,1,2,5,2,4,3,3,NA,NA,NA,NA,NA,NA,5,3
4040392,2018,2,2,85,1,200,7,12,NA,NA,1,1,2,2,1,2,2,2,2,5,2,4,5,5,NA,NA,NA,NA,NA,NA,6,3
4040432,2018,2,2,86,9,324,4,13,NA,NA,3,3,2,3,3,2,3,2,2,3,2,3,6,6,NA,NA,NA,NA,NA,NA,5,3
4041241,2018,3,1,83,11,950,5,10,NA,NA,2,3,1,3,1,1,3,1,3,5,3,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA
4041242,2018,4,1,85,12,950,NA,10,NA,NA,3,3,2,3,1,1,3,NA,NA,5,3,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA
4041251,2018,3,2,88,11,950,4,8,2,1,4,1,1,1,2,2,1,1,2,5,2,1,6,6,NA,NA,NA,NA,NA,2,2,1
4041372,2018,4,1,87,6,520,NA,8,NA,NA,1,3,1,3,1,2,3,1,3,5,3,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA
4041412,2018,3,1,87,5,950,8,13,NA,NA,2,2,1,3,3,1,2,1,4,5,3,3,6,6,NA,NA,NA,NA,NA,NA,7,4
4041413,2018,3,2,90,9,950,4,5,1,1,3,1,1,1,1,1,1,1,3,5,3,5,6,7,NA,NA,NA,NA,NA,3,4,2
4041493,2018,3,2,85,7,950,4,8,NA,NA,3,1,1,1,1,2,1,1,6,NA,2,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA
4082321,2018,2,2,90,4,408,4,8,2,1,4,4,2,3,3,4,3,3,1,2,1,2,7,7,NA,NA,NA,NA,NA,1,4,2
4082471,2018,4,2,88,3,414,8,12,NA,NA,3,3,3,3,2,2,3,3,3,4,1,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA
4120164,2018,3,1,85,3,220,7,13,NA,NA,3,3,1,2,3,2,3,2,6,NA,2,4,4,4,NA,NA,NA,NA,NA,NA,4,2
4142441,2018,2,1,89,11,432,4,8,2,2,4,3,1,2,1,1,2,4,3,5,3,4,6,6,NA,NA,NA,NA,NA,1,10,5
4202441,2018,2,1,86,3,420,2,13,NA,NA,3,3,4,4,3,3,3,3,3,4,2,4,6,6,NA,NA,NA,NA,NA,NA,6,3
4202442,2018,2,2,89,1,420,9,6,2,2,4,3,3,3,3,NA,3,NA,3,4,3,3,5,6,NA,NA,NA,NA,NA,3,4,2
4273312,2018,2,1,85,2,427,2,8,NA,NA,2,2,1,3,2,2,2,1,2,4,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA
5010124,2018,2,1,87,2,231,8,12,NA,NA,4,3,4,3,3,3,3,3,3,4,1,4,7,7,NA,NA,NA,NA,NA,NA,6,3
5010171,2018,2,2,83,11,261,7,14,NA,NA,4,3,2,3,2,4,3,3,3,4,3,3,4,4,NA,NA,NA,NA,NA,NA,10,5
5010172,2018,2,2,88,11,261,8,8,1,1,3,2,3,3,3,3,3,3,1,4,3,3,7,7,NA,NA,NA,NA,NA,3,5,3
5010173,2018,2,1,90,12,261,4,5,2,2,2,2,3,2,1,1,2,2,3,4,4,2,5,6,NA,NA,NA,NA,NA,3,6,3
5010222,2018,2,1,83,9,110,7,12,NA,NA,3,3,2,3,3,2,3,2,2,4,2,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA
5011051,2018,2,2,86,8,261,4,12,NA,NA,3,3,3,3,2,2,2,3,2,4,3,3,6,6,NA,NA,NA,NA,NA,NA,5,3
5011052,2018,2,1,88,7,261,4,8,NA,NA,4,3,2,3,2,2,3,3,3,4,2,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA
5011053,2018,2,2,90,12,261,4,8,2,1,4,3,3,3,3,NA,3,3,2,2,2,3,5,5,NA,NA,NA,NA,NA,3,6,3
5011062,2018,2,2,86,6,260,4,13,NA,NA,2,2,1,1,1,1,3,2,2,5,2,5,7,7,NA,NA,NA,NA,NA,NA,4,2
5011291,2018,1,2,88,4,320,4,13,NA,NA,3,4,2,4,2,1,2,2,1,4,1,3,7,5,NA,NA,NA,NA,NA,NA,4,2
5020262,2018,2,1,88,10,261,2,5,3,1,2,2,1,2,2,3,1,2,3,3,3,4,6,6,NA,NA,NA,NA,NA,2,6,3
5020493,2018,2,2,84,9,261,7,12,NA,NA,3,3,2,3,3,3,3,3,3,5,3,3,7,5,NA,NA,NA,NA,NA,NA,7,4
5021041,2018,2,2,88,4,261,8,12,NA,NA,2,3,2,2,2,2,3,2,4,5,4,5,5,6,NA,NA,NA,NA,NA,NA,9,5
5021042,2018,2,1,89,3,261,4,4,NA,NA,2,1,1,2,1,2,2,2,3,3,2,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA
5021151,2018,1,1,90,6,261,2,8,2,2,4,3,3,2,2,2,2,2,2,5,2,4,5,6,NA,NA,NA,NA,NA,2,4,2
5021171,2018,1,1,89,12,261,2,9,1,1,2,2,2,2,2,2,2,2,3,5,3,3,6,6,NA,NA,NA,NA,NA,4,9,5
5021392,2018,2,1,84,4,261,4,6,NA,NA,1,1,1,1,1,1,1,1,4,4,3,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA
5021393,2018,2,1,86,6,261,7,13,NA,NA,1,1,1,1,1,1,2,1,3,3,3,3,7,7,NA,NA,NA,NA,NA,NA,6,3
5021401,2018,2,2,90,11,261,4,8,2,2,4,3,1,4,3,NA,2,NA,2,2,3,2,6,6,NA,NA,NA,NA,NA,2,10,5
5021411,2018,2,2,90,1,261,4,5,2,1,3,3,2,2,3,4,1,2,2,2,3,2,6,6,NA,NA,NA,NA,NA,3,1,1
5021422,2018,1,2,84,5,262,7,12,NA,NA,3,3,3,3,3,3,3,3,2,5,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
5021423,2018,1,2,88,3,231,4,12,NA,NA,3,4,2,3,2,3,2,1,3,5,3,4,5,5,NA,NA,NA,NA,NA,NA,8,4
5021581,2018,1,1,89,7,261,2,8,1,1,3,4,1,1,1,1,1,1,2,5,2,5,5,5,NA,NA,NA,NA,NA,1,5,3
5021601,2018,1,1,85,3,261,4,8,NA,NA,1,1,1,2,2,1,1,1,1,5,1,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA
5021602,2018,1,1,86,5,261,4,8,NA,NA,1,1,1,1,1,1,1,1,2,5,2,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA
5120594,2018,3,2,88,5,223,4,13,NA,NA,3,3,2,3,3,4,1,1,2,2,2,3,4,5,NA,NA,NA,NA,NA,NA,7,4
5133431,2018,2,1,88,10,513,2,5,2,1,3,3,3,3,3,3,3,3,6,NA,1,4,7,7,NA,NA,NA,NA,NA,2,2,1
5142261,2018,3,2,88,4,514,7,9,2,2,NA,3,2,3,3,NA,3,3,2,4,2,1,5,5,NA,NA,NA,NA,NA,2,5,3
5142262,2018,2,1,90,9,514,2,8,3,2,NA,3,3,3,3,3,3,3,1,5,1,5,6,6,NA,NA,NA,NA,NA,1,4,2
5142381,2018,1,1,83,10,514,NA,13,NA,NA,1,1,1,1,1,1,1,1,NA,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA
5142383,2018,1,2,85,11,433,7,12,NA,NA,2,2,1,3,3,2,2,2,3,5,3,5,5,5,NA,NA,NA,NA,NA,NA,5,3
5143011,2018,2,1,85,9,514,3,8,NA,NA,2,3,1,1,2,1,1,1,2,5,3,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA
5143341,2018,2,2,87,12,710,3,8,NA,NA,2,2,2,2,2,2,2,2,2,5,2,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA
5143342,2018,2,1,89,3,316,9,8,NA,NA,1,1,1,1,1,1,1,1,2,5,NA,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA
5572091,2018,2,1,89,7,557,2,6,2,1,4,4,1,3,2,NA,1,1,3,5,3,5,4,3,NA,NA,NA,NA,NA,3,10,5
5573191,2018,2,1,90,11,640,4,5,2,1,2,3,1,2,3,1,2,1,1,5,1,5,6,7,NA,NA,NA,NA,NA,2,7,4
5573231,2018,2,2,89,10,557,7,6,1,3,4,3,2,3,3,3,2,1,2,5,2,2,5,5,NA,NA,NA,NA,NA,3,7,4
6010023,2018,2,2,84,1,505,2,12,NA,NA,3,3,2,3,3,2,3,2,2,5,3,4,4,5,NA,NA,NA,NA,NA,NA,6,3
6010235,2018,2,2,83,3,330,8,8,NA,NA,3,2,1,1,1,3,1,2,4,5,3,2,7,7,NA,NA,NA,NA,NA,NA,NA,NA
6011102,2018,2,1,84,5,640,4,13,NA,NA,2,3,2,3,2,2,2,2,3,4,3,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA
6011223,2018,2,1,88,7,407,8,12,NA,NA,3,3,2,2,2,2,2,2,NA,5,2,3,7,7,NA,NA,NA,NA,NA,NA,5,3
6011291,2018,3,2,90,6,637,7,5,2,2,3,4,1,3,3,3,2,2,2,2,2,2,5,6,NA,NA,NA,NA,NA,2,3,2
6011441,2018,3,2,84,8,303,7,12,NA,NA,2,2,1,3,2,1,2,2,2,4,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA
6011442,2018,3,1,87,4,600,8,12,NA,NA,3,1,2,3,3,2,2,1,3,5,3,5,6,5,NA,NA,NA,NA,NA,NA,5,3
6011491,2018,3,2,88,3,637,4,8,NA,NA,2,2,1,2,2,2,2,2,2,3,2,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA
6011531,2018,3,2,85,12,821,8,12,NA,NA,2,2,2,2,2,2,2,2,2,5,2,4,7,7,NA,NA,NA,NA,NA,NA,8,4
6011532,2018,4,1,88,2,637,7,13,NA,NA,3,2,1,2,2,2,2,2,3,5,3,4,7,7,NA,NA,NA,NA,NA,NA,10,5
6011533,2018,3,1,89,10,637,3,8,3,3,4,3,2,3,2,2,3,2,4,5,4,5,4,3,NA,NA,NA,NA,NA,2,6,3
6020083,2018,3,2,83,5,600,8,12,NA,NA,4,3,2,3,3,3,3,3,2,4,3,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA
6020294,2018,2,2,85,6,732,4,8,NA,NA,1,1,1,3,3,3,4,2,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA
6021011,2018,2,2,83,12,622,1,8,NA,NA,4,3,2,2,1,3,3,1,2,4,4,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA
6021021,2018,2,2,89,9,732,2,5,2,1,1,2,1,2,1,1,1,2,2,3,3,3,5,5,NA,NA,NA,NA,NA,3,4,2
6021022,2018,2,1,90,9,732,2,5,2,2,1,1,1,1,2,1,1,1,3,4,3,3,6,6,NA,NA,NA,NA,NA,3,2,1
6021042,2018,2,1,87,7,744,7,12,NA,NA,2,2,2,2,2,2,2,2,4,2,2,2,6,5,NA,NA,NA,NA,NA,NA,10,5
6021051,2018,2,2,83,2,335,4,12,NA,NA,2,2,2,2,2,2,2,2,1,3,1,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA
6021052,2018,2,1,86,10,732,7,13,NA,NA,3,3,3,3,1,2,3,NA,2,3,2,3,6,6,NA,NA,NA,NA,NA,NA,10,5
6021101,2018,2,2,84,11,510,2,13,NA,NA,3,1,2,3,3,2,2,2,3,3,2,1,6,6,NA,NA,NA,NA,NA,NA,6,3
6021102,2018,2,2,86,5,433,4,12,NA,NA,2,3,1,1,1,3,2,2,4,4,3,3,6,5,NA,NA,NA,NA,NA,NA,7,4
6021152,2018,2,1,83,8,732,4,12,NA,NA,1,2,1,2,1,1,1,1,2,3,2,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA
6021191,2018,2,2,88,2,732,2,6,NA,NA,4,3,1,1,1,1,1,1,1,5,1,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA
6021192,2018,2,2,89,3,732,2,6,3,1,1,1,1,1,1,1,1,1,1,5,1,5,7,7,NA,NA,NA,NA,NA,4,10,5
6021221,2018,2,1,88,2,732,6,6,NA,NA,3,3,3,3,3,3,3,3,1,3,1,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA
6021341,2018,2,1,83,5,717,2,12,NA,NA,1,1,2,2,1,2,2,3,3,4,2,5,5,5,NA,NA,NA,NA,NA,NA,8,4
6021342,2018,2,1,86,4,333,7,13,NA,NA,2,3,2,1,1,1,2,1,3,5,2,5,5,6,NA,NA,NA,NA,NA,NA,5,3
6021361,2018,2,1,89,12,732,4,8,2,1,3,3,2,3,3,2,3,NA,3,5,3,3,6,6,NA,NA,NA,NA,NA,2,5,3
6021601,2018,3,1,86,7,820,NA,13,NA,NA,1,1,1,1,1,1,1,1,3,4,3,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA
6021602,2018,2,1,89,5,732,2,8,2,1,2,2,2,3,3,3,3,2,3,4,3,4,6,6,NA,NA,NA,NA,NA,2,3,2
6030261,2018,2,1,84,7,732,2,12,NA,NA,4,4,4,4,4,4,4,4,3,5,6,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA
6031241,2018,1,2,85,12,732,2,12,NA,NA,4,3,1,2,1,2,1,2,2,4,2,3,6,6,NA,NA,NA,NA,NA,NA,5,3
6031242,2018,1,2,88,6,732,2,12,NA,NA,4,3,3,3,3,2,1,2,2,4,2,3,6,6,NA,NA,NA,NA,NA,NA,5,3
6031301,2018,2,1,86,12,600,2,13,NA,NA,3,3,3,3,2,2,3,2,3,5,3,5,5,5,NA,NA,NA,NA,NA,NA,7,4
6031302,2018,2,2,90,3,732,2,8,1,1,3,3,3,3,3,2,3,3,3,2,NA,5,5,5,NA,NA,NA,NA,NA,2,5,3
6031311,2018,2,2,87,6,106,4,8,NA,NA,1,1,1,1,1,1,1,1,2,5,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
6031312,2018,2,1,88,11,732,2,8,2,2,NA,3,3,3,3,NA,3,3,2,4,2,4,5,5,NA,NA,NA,NA,NA,3,6,3
6031341,2018,2,1,84,11,732,1,12,NA,NA,3,3,2,3,3,2,3,3,3,4,3,4,6,7,NA,NA,NA,NA,NA,NA,6,3
6031342,2018,2,1,85,8,732,1,10,NA,NA,1,1,1,1,1,1,1,2,1,5,1,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA
6031343,2018,2,2,90,10,732,1,5,2,2,3,3,3,3,3,3,3,3,2,5,2,4,5,5,NA,NA,NA,NA,NA,3,4,2
6031451,2018,1,1,86,3,732,4,13,NA,NA,3,3,2,3,3,2,2,2,1,3,1,3,6,6,NA,NA,NA,NA,NA,NA,6,3
6031452,2018,1,1,88,4,732,4,13,NA,NA,NA,3,2,3,3,1,2,NA,4,4,3,4,6,6,NA,NA,NA,NA,NA,NA,4,2
6040072,2018,2,1,83,11,913,2,8,NA,NA,3,2,2,2,2,2,2,2,3,5,3,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA
6040161,2018,3,1,83,3,913,2,4,NA,NA,2,2,2,2,2,2,2,2,6,NA,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA
6040162,2018,3,1,83,12,913,2,4,NA,NA,2,1,1,1,1,1,1,1,6,NA,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA
6041182,2018,3,2,87,11,104,8,13,NA,NA,1,1,1,1,1,1,1,1,4,5,1,5,3,6,NA,NA,NA,NA,NA,NA,10,5
6041223,2018,4,2,89,10,913,3,5,2,1,4,2,1,3,1,4,2,3,2,5,2,5,6,7,NA,NA,NA,NA,NA,3,3,2
6041321,2018,3,1,88,3,913,3,12,NA,NA,3,3,2,3,3,3,3,3,3,3,3,3,5,5,NA,NA,NA,NA,NA,NA,6,3
6041322,2018,3,1,89,12,913,3,5,2,2,4,3,1,3,3,2,2,3,3,4,3,4,4,5,NA,NA,NA,NA,NA,3,4,2
6041471,2018,2,1,90,10,320,6,6,2,2,3,3,3,3,3,1,2,3,2,5,2,5,6,6,NA,NA,NA,NA,NA,3,3,2
6513541,2018,2,1,88,1,651,2,6,NA,NA,4,4,2,4,4,4,3,3,NA,5,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA
7010043,2018,2,2,83,12,513,4,12,NA,NA,3,4,3,3,3,2,2,3,3,5,2,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA
7011071,2018,2,1,85,3,111,7,13,NA,NA,2,2,1,2,1,2,2,2,2,4,2,4,6,6,NA,NA,NA,NA,NA,NA,4,2
7011072,2018,2,2,86,10,251,8,13,NA,NA,3,2,1,2,1,2,2,2,3,4,2,4,3,3,NA,NA,NA,NA,NA,NA,4,2
7011101,2018,2,1,84,1,330,8,13,NA,NA,2,3,1,2,1,2,2,2,3,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA
7011231,2018,2,1,87,5,333,7,12,NA,NA,NA,3,2,3,2,2,3,3,4,5,3,5,6,6,NA,NA,NA,NA,NA,NA,3,2
7011263,2018,2,1,83,1,333,7,12,NA,NA,2,2,1,3,1,1,2,1,2,4,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA
7011511,2018,2,1,84,12,333,8,13,NA,NA,3,3,3,1,3,2,3,3,3,3,3,3,5,6,NA,NA,NA,NA,NA,NA,5,3
7011512,2018,2,2,88,1,333,8,13,NA,NA,4,3,2,2,3,4,3,3,3,4,3,4,5,5,NA,NA,NA,NA,NA,NA,4,2
7012511,2018,2,1,88,6,701,4,12,NA,NA,4,3,1,2,1,1,2,3,2,5,2,4,6,7,NA,NA,NA,NA,NA,NA,5,3
7020212,2018,3,2,85,8,700,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,5,4,5,NA,NA,NA,NA,NA,NA,3,2
7020403,2018,3,1,87,1,515,4,12,NA,NA,4,1,3,4,1,1,3,2,2,5,2,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA
7021061,2018,4,1,83,10,513,2,13,NA,NA,2,2,1,2,2,2,2,2,3,5,1,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA
7021062,2018,4,2,85,9,513,4,12,NA,NA,3,2,1,3,1,2,2,2,3,3,2,3,6,6,NA,NA,NA,NA,NA,NA,7,4
7021073,2018,3,1,85,12,513,2,8,NA,NA,3,3,3,2,3,NA,3,3,1,3,1,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA
7021091,2018,3,2,85,1,513,2,12,NA,NA,3,3,1,2,1,3,2,3,3,4,3,3,5,5,NA,NA,NA,NA,NA,NA,6,3
7021092,2018,4,1,87,7,513,8,13,NA,NA,2,2,1,3,3,2,3,2,3,4,2,3,5,5,NA,NA,NA,NA,NA,NA,9,5
7021093,2018,4,1,89,8,513,1,8,1,1,4,4,1,3,2,1,4,4,3,5,3,5,4,4,NA,NA,NA,NA,NA,3,10,5
7021101,2018,4,1,88,7,513,7,12,NA,NA,2,2,1,2,2,1,2,2,3,4,3,4,5,6,NA,NA,NA,NA,NA,NA,10,5
7021102,2018,4,2,89,8,513,8,9,2,2,4,3,2,4,3,2,3,2,3,3,3,3,4,5,NA,NA,NA,NA,NA,2,7,4
7021112,2018,4,2,84,6,513,2,13,NA,NA,4,4,3,4,3,2,4,2,2,5,4,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA
7021113,2018,2,1,86,4,513,3,12,NA,NA,2,2,2,3,2,2,3,2,3,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
